"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/14/2012","Sheraton","CHECKCARD 0813 SHERATON ORLANDO DWNTN ORLANDO FL 24906042226040300028090","31.00","debit","Hotel","Hour Monet 7291","",""
"8/14/2012","Kinko's","CHECKCARD 0813 KINO SANDALS INC KEY WEST FL 24270742226307971180358","17.20","debit","Printing","Hour Monet 7291","",""
"8/14/2012","Sheraton","CHECKCARD 0812 SHERATON ORLANDO DWNTN ORLANDO FL 24906042226040300027647","100.13","debit","Hotel","Hour Monet 7291","",""
"8/13/2012","Mears Transportation G","MEARS TRANSPORTATION G ORLANDO FL","43.45","debit","Transfer","BankAmericard Cash Rewards Signature Visa","",""
"8/13/2012","Clipper Service Ca","CHECKCARD 0809 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"8/13/2012","Bikini Village","CHECKCARD 0812 BIKINI VILLAGE KEY WEST FL 24755422226122268728642","26.86","debit","Clothing","Hour Monet 7291","",""
"8/13/2012","Boudin Sfo","CHECKCARD 0811 BOUDIN SFO # 413 SAN FRANCISCOCA 24231682225207488701059","16.38","debit","Restaurants","Hour Monet 7291","",""
"8/13/2012","Tomokazu Japanese Cuisi","CHECKCARD 0811 Tomokazu Japanese Cuisi San FranciscoCA...","30.00","debit","Restaurants","Hour Monet 7291","",""
"8/13/2012","Best Western","CHECKCARD 0810 BEST WESTERN HOTELS EL MILLBRAE CA 24391212224207399700532","167.31","debit","Hotel","Hour Monet 7291","",""
"8/13/2012","Pho Bar","CHECKCARD 0809 THE PHO BAR BERKELEY CA 24765012223200288400200","13.96","debit","Alcohol & Bars","Hour Monet 7291","",""
"8/13/2012","Old Jerusalem","CHECKCARD 0811 OLD JERUSALEM SAN FRANCISCOCA 24323042224577319010376","34.00","debit","Restaurants","Hour Monet 7291","",""
"8/13/2012","Walgreens","WALGREENS 08/12 #000921003 PURCHASE 527 DUVAL ST KEY WEST FL","63.50","debit","Pharmacy","Hour Monet 7291","",""
"8/13/2012","Nefili Caffe Berkeely","CHECKCARD 0810 NEFILI CAFFE BERKEELY CA 24431062223286398100490","13.00","debit","Coffee Shops","Hour Monet 7291","",""
"8/13/2012","Gomnaru Restaurant","CHECKCARD 0810 GOMNARU RESTAURANT BERKELEY CA 24707802225980154019324","15.00","debit","Restaurants","Hour Monet 7291","",""
"8/10/2012","Berkeley Bowl 2020 Oregon Street","BERKELEY BOWL 08/10 #000070500 PURCHASE 2020 OREGON ST. BERKELEY CA","32.23","debit","Groceries","Hour Monet 7291","",""
"8/10/2012","Bkofamerica ATM Deposit","BKOFAMERICA ATM 08/09 #000008149 DEPOSIT MARKET-NEW MONTG SAN FRANCISCO CA","3576.88","credit","Income","Hour Monet 7291","",""
"8/10/2012","Venus Restaurant","CHECKCARD 0809 VENUS RESTAURANT BERKELEY CA 24707802222980151011160","42.00","debit","Restaurants","Hour Monet 7291","",""
"8/10/2012","Valero","CHECKCARD 0807 VALERO 7528 MOUNTAIN VIEWCA 24427332222120002931459","4.01","debit","Gas & Fuel","Hour Monet 7291","",""
"8/10/2012","Jdillonsf Ca","CHECKCARD 0808 PAYPAL *JDILLONSF 402-935-7733 CA...","102.66","credit","Income","Hour Monet 7291","",""
"8/10/2012","Yalis Cafe","CHECKCARD 0808 YALIS CAFE BERKELEY CA 24692162222000760020746","10.45","debit","Restaurants","Hour Monet 7291","",""
"8/10/2012","Safeway","SAFEWAY STORE 08/09 #000913207 PURCHASE 2300 16TH STREET SAN FRANCISCO CA","14.68","debit","Groceries","Hour Monet 7291","",""
"8/09/2012","Fertile Grounds","CHECKCARD 0807 FERTILE GROUNDS BERKELEY CA 24493982221401080799907","12.00","debit","Coffee Shops","Hour Monet 7291","",""
"8/09/2012","Clipper Service Ca","CHECKCARD 0807 CLIPPER SERVICE 877-878-8883 CA...","20.00","debit","Public Transportation","Hour Monet 7291","",""
"8/08/2012","Games Berke Games","Games of Berke 08/08 #000200587 PURCHASE Games of Berkeley BERKELEY CA","54.35","debit","Cooking Classes","Hour Monet 7291","",""
"8/08/2012","Motel 6","CHECKCARD 0806 SEASHELL MOTEL 517-7874150 FL 24777162220900018200117","99.00","debit","Hotel","Hour Monet 7291","",""
"8/07/2012","Champaign Clerk Int","CHECKCARD 0805 CHAMPAIGN CO CLERK INT 888-2177382 IL 24388942219670344204526","1.75","debit","Service Fee","Hour Monet 7291","",""
"8/07/2012","Champaign County Clerk","CHECKCARD 0805 CHAMPAIGN COUNTY CLERK 888-2177382 IL 24388942219670344182367","21.90","debit","Service Fee","Hour Monet 7291","",""
"8/06/2012","Transfer from my account 0020","ONLINE PAYMENT FROM CHK 0","143.03","credit","Credit Card Payment","BankAmericard Cash Rewards Signature Visa","",""
"8/06/2012","Econo Lodge","ECONOLODGE RIDGECREST CA","71.50","debit","Hotel","BankAmericard Cash Rewards Signature Visa","",""
"8/06/2012","America Best Value","AMERICA'S BEST VALUE I FRESNO CA","66.67","debit","Hotel","BankAmericard Cash Rewards Signature Visa","",""
"8/06/2012","Transfer to Hour Monet 7291","Online Banking transfer to CHK 7291 Confirmation# 0527096835","2299.22","debit","Transfer","my account 0020","",""
"8/06/2012","Transfer to BankAmericard Cash Rewards Signature Visa","Online Banking payment to CRD 0264 Confirmation# 0527094554","143.03","debit","Credit Card Payment","my account 0020","",""
"8/06/2012","Avis","AVIS RENT-A-CAR 1 SAN FRANCISCOCA","63.46","debit","Rental Car & Taxi","Indiana University Alumni Association Inc. MasterCard","",""
"8/06/2012","Bkofamerica ATM Deposit","BKOFAMERICA ATM 08/04 #000007161 DEPOSIT FRESNO CITY CENT FRESNO CA","3576.89","credit","Income","Hour Monet 7291","",""
"8/06/2012","Walgreens","WALGREENS 08/05 #000823024 PURCHASE 1607 SHATTUCK AVE BERKELEY CA","22.16","debit","Pharmacy","Hour Monet 7291","",""
"8/06/2012","Shell","SHELL Service 08/03 #000712200 PURCHASE SHELL PEARSONVILLE CA","6.41","debit","Gas & Fuel","Hour Monet 7291","",""
"8/06/2012","Children Musical Thea","CHECKCARD 0804 CHILDREN S MUSICAL THEA 559-4423140 CA 24755422218132183277401","28.00","debit","Kids","Hour Monet 7291","",""
"8/06/2012","Grand Avenue Airport","GRAND AVENUE 7 08/05 #000538800 PURCHASE 221 AIRPORT BLVD S SAN FRANCIS CA","50.00","debit","Gas & Fuel","Hour Monet 7291","",""
"8/06/2012","Dumpling Empire","CHECKCARD 0805 DUMPLING EMPIRE S SAN FRANCISCA 24431062219207483700321","21.50","debit","Restaurants","Hour Monet 7291","",""
"8/06/2012","CVS","CVS 06772 08/04 #000019999 PURCHASE 06772-- Fresno CA","36.15","debit","Pharmacy","Hour Monet 7291","",""
"8/06/2012","Transfer from my account 0020","Online Banking transfer from CHK 0020 Confirmation# 0527096835","2299.22","credit","Transfer","Hour Monet 7291","",""
"8/06/2012","Cafe","CHECKCARD 0804 CAFE 99 TRAVER CA 24412902218980002825636","29.00","debit","Restaurants","Hour Monet 7291","",""
"8/06/2012","Chevron","CHECKCARD 0804 CHEVRON 002090 BAKERSFIELD CA 77958240460322171777763","31.69","debit","Gas & Fuel","Hour Monet 7291","",""
"8/06/2012","Jouda Dba Jouda","JOUDA INC DBA 08/04 #000956036 PURCHASE JOUDA INC D33102 BAKERSFIELD CA","3.95","debit","Gas & Fuel","Hour Monet 7291","",""
"8/06/2012","Oriental Chi Massage","CHECKCARD 0804 ORIENTAL CHI MASSAGE FRESNO CA 24071052218987137249356","44.00","debit","Spa & Massage","Hour Monet 7291","",""
"8/06/2012","Shell","SHELL Service 08/06 #000761800 PURCHASE SHELL BERKELEY CA","3.55","debit","Gas & Fuel","Hour Monet 7291","",""
"8/06/2012","Shoppe Bravo Fa","CHECKCARD 0804 THE SHOPPE AT BRAVO FA TRAVER CA 24323002218253217020659","5.49","debit","Travel","Hour Monet 7291","",""
"8/06/2012","Dos Palos Chev","DOS PALOS CHEV 08/05 #000631472 PURCHASE DOS PALOS C16150 DOS PALOS CA","4.47","debit","Gas & Fuel","Hour Monet 7291","",""
"8/06/2012","Subway","CHECKCARD 0804 SUBWAY 00345512 PEARSONVILLE CA...","5.00","debit","Fast Food","Hour Monet 7291","",""
"8/06/2012","Gateway","SIERRA GATEWAY 08/04 #000236100 PURCHASE 14606 HIGHWAY 178 LAKE ISABELL CA","23.67","debit","Electronics & Software","Hour Monet 7291","",""
"8/03/2012","Facebook Des Direct","FACEBOOK INC DES:DIRECT DEP ID:626037449079KYC INDN:STRATFORD,EVAN...","2841.25","credit","Paycheck","my account 0020","",""
